"","roi","ROI","OLS_Coefficient","OLS_P_Value","OLS_N","IV_Coefficient","IV_StdError","IV_P_Value","Num_snps","IV_N"
"138","roi190","R_FEF_ROI",-0.0305961838104217,0.420513336820725,5628,-0.365966600683473,0.467532010075102,0.433799490432606,2,5628
"139","roi191","R_PEF_ROI",0.00170646682879033,0.960942504042655,5628,-1.41830273243033,0.406767596433162,0.000492642902390913,3,5628
"140","roi193","R_V3A_ROI",0.0231276281913801,0.581008310955812,5628,0.0528865164951732,0.114933260619999,0.645426511176773,431,5628
"141","roi194","R_RSC_ROI",0.0296218563897391,0.431574891585784,5628,-0.0328668614899387,0.0868298321557639,0.705058355971532,654,5628
"142","roi195","R_POS2_ROI",0.019887931500163,0.53889953261519,5628,0.17770515082765,0.389876462919471,0.648552418708079,2,5628
"143","roi196","R_V7_ROI",0.0200896537867144,0.612290984709283,5628,0.00390720962806441,0.0534157394996513,0.941691618127553,2636,5628
"144","roi197","R_IPS1_ROI",0.0941644623656253,0.0123101616643154,5628,0.0342206472102383,0.101476361142184,0.735957800705481,453,5628
"145","roi198","R_FFC_ROI",0.0437336714831892,0.300524135854904,5628,0.107303316454549,0.0546441117706349,0.0496169522010679,3007,5628
"146","roi199","R_V3B_ROI",0.0721589651188047,0.0995098252001262,5628,-0.358790261271569,0.195166346602728,0.0660589236516314,134,5628
"147","roi201","R_LO2_ROI",0.0509335567916927,0.248320929973089,5628,-0.025280498482825,0.082916723152959,0.760461053944123,1085,5628
"148","roi202","R_PIT_ROI",0.0370182691272095,0.423410658014674,5628,0.921360302158223,0.834409402893905,0.269550853315501,1,5628
"149","roi203","R_MT_ROI",0.0303528537856891,0.343965372923532,5628,-0.87701561799042,0.438077369251154,0.0453364714942812,1,5628
"150","roi204","R_A1_ROI",0.0918567509398305,0.0284323182849288,5628,-1.206721646262,0.772284537705268,0.118218323791833,1,5628
"151","roi205","R_PSL_ROI",0.0232195042631636,0.63940585554792,5628,-0.572384844028893,0.532836382721922,0.282769094527674,2,5628
"152","roi206","R_SFL_ROI",0.0211127039283726,0.552195728355044,5628,-0.495583388128309,0.260014941228308,0.0567037293938555,8,5628
"153","roi211","R_POS1_ROI",0.0245950832828035,0.467237263984693,5628,0.00442297967024792,0.0483795757564525,0.927160178020824,2248,5628
"154","roi212","R_23d_ROI",0.0655047865475522,0.126717767538897,5628,-0.0417236662065476,0.484210406466827,0.931335571487896,2,5628
"155","roi214","R_d23ab_ROI",0.0230559564588889,0.642781948830391,5628,-0.911503850560051,0.550840578996791,0.0980309310033197,2,5628
"156","roi215","R_31pv_ROI",0.129300511033916,0.00606321347473815,5628,-0.982358496065717,0.252278676894825,9.97722206846414e-05,24,5628
"157","roi216","R_5m_ROI",0.0999831387372907,0.00826279150803158,5628,0.20689593597281,0.153326244307118,0.177268126661446,133,5628
"158","roi217","R_5mv_ROI",0.0948453697596301,0.0202813024408151,5628,1.05511932068468,0.366540553744881,0.00400967489887725,4,5628
"159","roi224","R_6ma_ROI",0.0138301940443922,0.719236947833477,5628,-0.0144372133365892,0.0751096136721669,0.847580546317089,1106,5628
"160","roi226","R_7PL_ROI",0.0583182333594542,0.173098452291818,5628,-0.436838376171998,0.187736735132002,0.020007725966699,87,5628
"161","roi229","R_VIP_ROI",0.0920154715038506,0.0436770883814477,5628,1.65798864422458,0.812157181086273,0.0412514737136394,1,5628
"162","roi230","R_MIP_ROI",0.1051831442682,0.0124731350149946,5628,-0.188293669777908,0.125615936388886,0.133939358227204,372,5628
"163","roi231","R_1_ROI",-0.0130577836749134,0.77487794771932,5628,-1.37674516103671,0.507039204094352,0.00664254625190602,3,5628
"164","roi232","R_2_ROI",0.0239270168723884,0.551030086376866,5628,-0.701648439450467,0.297491404140689,0.0183805317999614,10,5628
"165","roi235","R_6mp_ROI",0.0377486489541852,0.308060233224663,5628,-0.926609836910423,0.306171274696108,0.00248570904914025,8,5628
"166","roi238","R_33pr_ROI",0.0117120971953043,0.685017067205848,5628,0.156529459314049,0.35736408874847,0.661395032683723,2,5628
"167","roi239","R_a24pr_ROI",0.0597605671309136,0.158213903426805,5628,0.812081433750756,0.329824018534903,0.0138398868630434,5,5628
"168","roi240","R_p32pr_ROI",0.0873055928367024,0.0256976048990913,5628,0.335157804308601,0.291474758393138,0.250246754541798,5,5628
"169","roi241","R_a24_ROI",0.0140011268865968,0.695002752924771,5628,0.0220677879015387,0.0508023459125526,0.664025415434764,2193,5628
"170","roi242","R_d32_ROI",-0.000609248884447125,0.986189010680541,5628,-0.0257567228732896,0.0462064111842521,0.577257609662617,2761,5628
"171","roi243","R_8BM_ROI",0.027934623561742,0.427666915383687,5628,0.0829499939301608,0.0498904469095494,0.0964397356584404,2319,5628
"172","roi244","R_p32_ROI",-0.00883771676399977,0.795244708021364,5628,-0.0429001151386934,0.0462274453121569,0.35343570172641,2454,5628
"173","roi245","R_10r_ROI",0.0325450594379132,0.389229439495026,5628,-0.155269487150865,0.135160916214,0.250697660919662,214,5628
"174","roi246","R_47m_ROI",0.0322564062817696,0.401100484454772,5628,0.0130498277112707,0.422145852657083,0.97533995818641,2,5628
"175","roi247","R_8Av_ROI",0.0520632564968007,0.176175882826391,5628,-0.975640777222738,0.311517876079698,0.00174575338600586,10,5628
"176","roi248","R_8Ad_ROI",-0.0376819558120635,0.311814121429734,5628,-0.662417424829575,0.362441141595832,0.0676543338981961,3,5628
"177","roi249","R_9m_ROI",0.0203434366651604,0.526834492981784,5628,0.014228072721487,0.0385425191483195,0.712027865753883,3689,5628
"178","roi250","R_8BL_ROI",0.0228436975411592,0.53494789095572,5628,-0.00993865669908191,0.0522329519103595,0.849100040942483,2334,5628
"179","roi251","R_9p_ROI",-0.0456999140066722,0.149868844696216,5628,-0.0761603844355458,0.0377320136417389,0.0435912882090734,3785,5628
"180","roi252","R_10d_ROI",0.00124816543135144,0.962937963422491,5628,-0.0161160781150418,0.0317447011189871,0.611699291457357,3841,5628
"181","roi253","R_8C_ROI",0.0157852559515859,0.664826515986709,5628,-0.46285745090207,0.243593925399436,0.0574686518581175,9,5628
"182","roi254","R_44_ROI",0.0447931908179965,0.23008757993428,5628,-0.0228121992521704,0.104574138607971,0.827324999970065,384,5628
"183","roi255","R_45_ROI",0.0263918601111573,0.49738108796372,5628,-0.0771682601073561,0.0660641816929783,0.242823998491559,1442,5628
"184","roi256","R_47l_ROI",0.0437154764021276,0.333588252325105,5628,-0.165186345671576,0.157361925543949,0.293890893313161,221,5628
"185","roi257","R_a47r_ROI",0.0262607507516978,0.444410162949999,5628,0.0210567238719654,0.0661649333456394,0.750310188651914,1001,5628
"186","roi258","R_6r_ROI",-0.0148647828306366,0.752264790490816,5628,-0.182892788461741,0.150779175955987,0.225186784195078,252,5628
"187","roi262","R_IFSa_ROI",0.0162672254726727,0.641369711536801,5628,-0.624098463375551,0.257290103816511,0.0153118476615197,9,5628
"188","roi263","R_p9-46v_ROI",-0.0034049981825905,0.926508280726099,5628,-0.744844829842653,0.232637546934836,0.00137361785177097,24,5628
"189","roi264","R_46_ROI",0.0159299740090108,0.663023809070975,5628,-0.079159857647286,0.0753982847681682,0.293814139887108,881,5628
"190","roi265","R_a9-46v_ROI",0.0478264590564159,0.180505004111084,5628,0.03998967742943,0.0440563185256567,0.364078590261995,3373,5628
"191","roi266","R_9-46d_ROI",-0.0466896555503582,0.173752036625954,5628,-0.100307686063153,0.0440628866592403,0.022855555975268,3047,5628
"192","roi267","R_9a_ROI",0.00133707181855449,0.962843781729073,5628,-0.0133068676120123,0.0333864125385293,0.69022422037407,3862,5628
"193","roi268","R_10v_ROI",-0.0236275108008404,0.54421309033079,5628,-0.0434737080766298,0.0493618767474395,0.378510178087011,3080,5628
"194","roi269","R_a10p_ROI",0.00985809223100855,0.746639397441547,5628,-0.0097543123838712,0.037101577543369,0.792630905691885,3539,5628
"195","roi270","R_10pp_ROI",-0.06026156122607,0.0374537332229815,5628,-0.0640621485401328,0.0371250561626289,0.0844785021723376,2997,5628
"196","roi273","R_OFC_ROI",-0.0467075051011888,0.206337153346768,5628,-0.142744112763787,0.140579343826305,0.309959438188948,173,5628
"197","roi274","R_47s_ROI",-0.0305378841664768,0.498981392557273,5628,-1.17364426353168,0.314000740581934,0.000187547404671425,18,5628
"198","roi275","R_LIPd_ROI",0.0641468721497094,0.153234350490016,5628,-0.69197160283852,0.246731116272802,0.00505587785719112,44,5628
"199","roi280","R_OP4_ROI",-0.0415370540534213,0.401359368966899,5628,-0.858364483717342,0.774102479692704,0.267541832721176,1,5628
"200","roi282","R_OP2-3_ROI",0.0581307718607136,0.16797807545203,5628,-0.946845814903701,0.573011801845994,0.0985085202006177,1,5628
"201","roi283","R_52_ROI",0.016598194514375,0.655356503907596,5628,0.120434152861661,0.0868117228848501,0.165404455821486,596,5628
