"roi","ROI","coeff_distance","p_value_distance"
201,"R_LO2_ROI",0.0154740647763365,0.87656171914043
202,"R_PIT_ROI",0.0191884003991953,0.522738630684658
203,"R_MT_ROI",0.0207267311578914,0.348825587206397
204,"R_A1_ROI",0.0225472177766098,0.229885057471264
205,"R_PSL_ROI",0.0207966938987588,0.343328335832084
206,"R_SFL_ROI",0.018705900753735,0.545727136431784
207,"R_PCV_ROI",0.0198662203748977,0.420289855072464
208,"R_STV_ROI",0.0192705413994412,0.457271364317841
209,"R_7Pm_ROI",0.0144600056522153,0.929535232383808
210,"R_7m_ROI",0.0291250229803331,0.0579710144927536
211,"R_POS1_ROI",0.018151622457824,0.584207896051974
212,"R_23d_ROI",0.0206445299988291,0.362818590704648
213,"R_v23ab_ROI",0.0169295793156806,0.68215892053973
214,"R_d23ab_ROI",0.0187790542854276,0.510744627686157
215,"R_31pv_ROI",0.0399222869702764,0.00199900049975012
216,"R_5m_ROI",0.0371395768936832,0.00899550224887556
217,"R_5mv_ROI",0.0315051638343604,0.0344827586206897
218,"R_23c_ROI",0.0218472879112473,0.272863568215892
219,"R_5L_ROI",0.0193852313048889,0.489755122438781
220,"R_24dd_ROI",0.0398040263625852,0.00449775112443778
221,"R_24dv_ROI",0.0229793456336849,0.206896551724138
222,"R_7AL_ROI",0.0223730949517777,0.247376311844078
223,"R_SCEF_ROI",0.0382641749910688,0.00449775112443778
224,"R_6ma_ROI",0.0182359372177794,0.565717141429285
225,"R_7Am_ROI",0.0272042230214852,0.079960019990005
226,"R_7PL_ROI",0.0161057307026259,0.783108445777111
227,"R_7PC_ROI",0.0210587295741795,0.31984007996002
228,"R_LIPv_ROI",0.0359981928141379,0.00699650174912544
229,"R_VIP_ROI",0.0336243310504009,0.0169915042478761
230,"R_MIP_ROI",0.0310523604854397,0.0304847576211894
231,"R_1_ROI",0.0141047616114818,0.941029485257371
232,"R_2_ROI",0.0201119222555713,0.3928035982009
233,"R_3a_ROI",0.0313072944000536,0.0249875062468766
234,"R_6d_ROI",0.0275440124274809,0.0719640179910045
235,"R_6mp_ROI",0.0195036346794172,0.452773613193403
236,"R_6v_ROI",0.0160301593426292,0.802598700649675
237,"R_p24pr_ROI",0.0163622618002961,0.754122938530735
238,"R_33pr_ROI",0.013742108527982,0.950024987506247
239,"R_a24pr_ROI",0.0260818288460789,0.105447276361819
240,"R_p32pr_ROI",0.036187094544347,0.00749625187406297
241,"R_a24_ROI",0.0189520788617902,0.498250874562719
242,"R_d32_ROI",0.0195479394161442,0.415792103948026
243,"R_8BM_ROI",0.0230218593183068,0.2063968015992
244,"R_p32_ROI",0.0150810196441443,0.847576211894053
245,"R_10r_ROI",0.0199441121483219,0.411294352823588
246,"R_47m_ROI",0.0283342436317426,0.0609695152423788
247,"R_8Av_ROI",0.021279962021379,0.302848575712144
248,"R_8Ad_ROI",0.0212292240458933,0.31384307846077
249,"R_9m_ROI",0.0184657501280235,0.524737631184408
250,"R_8BL_ROI",0.0196844738934105,0.422288855572214
251,"R_9p_ROI",0.0309479481576331,0.0314842578710645
252,"R_10d_ROI",0.018524033893015,0.454272863568216
253,"R_8C_ROI",0.0205588111372208,0.365317341329335
254,"R_44_ROI",0.0215737852562445,0.289355322338831
255,"R_45_ROI",0.0205784995618702,0.359820089955023
256,"R_47l_ROI",0.0296808101462461,0.0439780109945027
257,"R_a47r_ROI",0.0177991298577367,0.634182908545727
258,"R_6r_ROI",0.0208914666739864,0.340829585207396
259,"R_IFJa_ROI",0.0229708732052594,0.213393303348326
260,"R_IFJp_ROI",0.0313164483569623,0.0249875062468766
261,"R_IFSp_ROI",0.0311499519373292,0.0344827586206897
262,"R_IFSa_ROI",0.0224509298210858,0.257371314342829
263,"R_p9.46v_ROI",0.0159917539926955,0.80759620189905
264,"R_46_ROI",0.0181630080753594,0.589705147426287
265,"R_a9.46v_ROI",0.0217004575971303,0.295352323838081
266,"R_9.46d_ROI",0.0209389055303524,0.32583708145927
267,"R_9a_ROI",0.0220778520990899,0.248875562218891
268,"R_10v_ROI",0.0272458759392668,0.0859570214892554
269,"R_a10p_ROI",0.0181795292747224,0.55472263868066
270,"R_10pp_ROI",0.0328364869327918,0.0214892553723138
271,"R_11l_ROI",0.0177795720086123,0.623188405797101
272,"R_13l_ROI",0.0442060841977191,0.000499750124937531
273,"R_OFC_ROI",0.022769755002885,0.239880059970015
274,"R_47s_ROI",0.0143717453402908,0.928535732133933
275,"R_LIPd_ROI",0.0261614498364419,0.106946526736632
276,"R_6a_ROI",0.0232964214990456,0.195402298850575
277,"R_i6.8_ROI",0.0268360816652161,0.0984507746126937
278,"R_s6.8_ROI",0.0300937111873926,0.0434782608695652
279,"R_43_ROI",0.0225919920644731,0.254372813593203
280,"R_OP4_ROI",0.0250158090412257,0.142928535732134
281,"R_OP1_ROI",0.0241978389961902,0.15392303848076
282,"R_OP2.3_ROI",0.0182286064348824,0.545227386306847
283,"R_52_ROI",0.0132788032512362,0.969015492253873
284,"R_RI_ROI",0.0154533043672127,0.850074962518741
285,"R_PFcm_ROI",0.0206192076736994,0.357321339330335
286,"R_PoI2_ROI",0.0201875493632474,0.398300849575212
287,"R_TA2_ROI",0.0277518779823124,0.0574712643678161
288,"R_FOP4_ROI",0.0275674538610239,0.0749625187406297
289,"R_MI_ROI",0.0161807317634995,0.783108445777111
290,"R_Pir_ROI",0.0176066936383655,0.607696151924038
291,"R_AVI_ROI",0.0323024150197011,0.0209895052473763
292,"R_AAIC_ROI",0.0161803332921126,0.783608195902049
293,"R_FOP1_ROI",0.0198581402986309,0.414792603698151
294,"R_FOP3_ROI",0.0189310886381782,0.497751124437781
295,"R_FOP2_ROI",0.018169245079017,0.573213393303348
296,"R_PFt_ROI",0.0172100382055178,0.675162418790605
297,"R_AIP_ROI",0.0155826991062747,0.850574712643678
298,"R_EC_ROI",0.0251515574700746,0.125937031484258
299,"R_PreS_ROI",0.0371787894563699,0.00349825087456272
300,"R_H_ROI",0.0149152371890408,0.896551724137931
301,"R_ProS_ROI",0.0350304451404246,0.00999500249875063
302,"R_PeEc_ROI",0.0200739445986206,0.390304847576212
303,"R_STGa_ROI",0.0283834426120479,0.047976011994003
304,"R_PBelt_ROI",0.0277835030901236,0.0689655172413793
305,"R_A5_ROI",0.0309155066748144,0.0329835082458771
306,"R_PHA1_ROI",0.0139580851438041,0.959020489755122
307,"R_PHA3_ROI",0.0191194595005163,0.450774612693653
308,"R_STSda_ROI",0.0267294635861448,0.0909545227386307
309,"R_STSdp_ROI",0.0366404120538918,0.00349825087456272
310,"R_STSvp_ROI",0.0422633964639189,0.00149925037481259
311,"R_TGd_ROI",0.0218332349458066,0.24487756121939
312,"R_TE1a_ROI",0.0235766924668956,0.172413793103448
313,"R_TE1p_ROI",0.0361811577640657,0.00549725137431284
314,"R_TE2a_ROI",0.0287696272918354,0.0489755122438781
315,"R_TF_ROI",0.0180250514646458,0.597701149425287
316,"R_TE2p_ROI",0.0215814832924819,0.272863568215892
317,"R_PHT_ROI",0.0162886971220924,0.779610194902549
318,"R_PH_ROI",0.0212132907563676,0.318340829585207
319,"R_TPOJ1_ROI",0.0252660269403545,0.115942028985507
320,"R_TPOJ2_ROI",0.0172588274648906,0.640179910044978
321,"R_TPOJ3_ROI",0.0211009010496634,0.308345827086457
322,"R_DVT_ROI",0.0195199770112404,0.448775612193903
323,"R_PGp_ROI",0.0334310020965718,0.0239880059970015
324,"R_IP2_ROI",0.0119446260675723,0.997501249375312
325,"R_IP1_ROI",0.0266485774813041,0.0919540229885057
326,"R_IP0_ROI",0.0164768874738356,0.753623188405797
327,"R_PFop_ROI",0.0209433192911826,0.348325837081459
328,"R_PF_ROI",0.0168960595458423,0.725637181409295
329,"R_PFm_ROI",0.0222233430873566,0.247876061969015
330,"R_PGi_ROI",0.0322867165914,0.0229885057471264
331,"R_PGs_ROI",0.0266313799746633,0.079960019990005
332,"R_V6A_ROI",0.0198291222731381,0.410794602698651
333,"R_VMV1_ROI",0.0228339036721563,0.230884557721139
334,"R_VMV3_ROI",0.0237464373421414,0.16391804097951
335,"R_PHA2_ROI",0.0317500808991609,0.0239880059970015
336,"R_V4t_ROI",0.0191012206040478,0.493753123438281
337,"R_FST_ROI",0.0211548112031042,0.335832083958021
338,"R_V3CD_ROI",0.0187232143156181,0.526736631684158
339,"R_LO3_ROI",0.0220699036509799,0.262868565717141
340,"R_VMV2_ROI",0.014131351665006,0.939530234882559
341,"R_31pd_ROI",0.0239525251002954,0.157421289355322
342,"R_31a_ROI",0.0348895317152013,0.0109945027486257
343,"R_VVC_ROI",0.0156309944480258,0.828085957021489
344,"R_25_ROI",0.0256732022034621,0.117941029485257
345,"R_s32_ROI",0.0132414434433832,0.977011494252874
346,"R_pOFC_ROI",0.0284454146967045,0.071464267866067
347,"R_PoI1_ROI",0.0312803752993878,0.0359820089955022
348,"R_Ig_ROI",0.0184232858584029,0.555722138930535
349,"R_FOP5_ROI",0.0275059569836545,0.0729635182408796
350,"R_p10p_ROI",0.0322266667877811,0.0164917541229385
351,"R_p47r_ROI",0.0161486457164288,0.784107946026987
352,"R_TGv_ROI",0.0243068026079446,0.16191904047976
353,"R_MBelt_ROI",0.027795187399417,0.0524737631184408
354,"R_LBelt_ROI",0.0242004155027555,0.16391804097951
355,"R_A4_ROI",0.0308232933732197,0.039480259870065
356,"R_STSva_ROI",0.0271882058581367,0.0784607696151924
357,"R_TE1m_ROI",0.0300413359477113,0.0429785107446277
358,"R_PI_ROI",0.0242758956690093,0.16391804097951
359,"R_a32pr_ROI",0.0194896789431699,0.449275362318841
360,"R_p24_ROI",0.0232686526824964,0.208895552223888
361,"accumbens_left",0.0211875549138813,0.302348825587206
362,"accumbens_right",0.0148186428838829,0.87656171914043
363,"amygdala_left",0.0132644643548842,0.972013993003498
364,"amygdala_right",0.0223231628406738,0.251374312843578
365,"caudate_left",0.0143079432655216,0.922038980509745
366,"caudate_right",0.0180552915191407,0.580209895052474
367,"cerebellum_left",0.0291000144875402,0.0494752623688156
368,"cerebellum_right",0.0324298442311111,0.0144927536231884
369,"diencephalon_left",0.022373543279589,0.231384307846077
370,"diencephalon_right",0.0157843294086081,0.802098950524738
371,"hippocampus_left",0.0275474152764318,0.0859570214892554
372,"hippocampus_right",0.0387746607424462,0.00199900049975012
373,"pallidum_left",0.0171755869357755,0.68215892053973
374,"pallidum_right",0.0265212350727215,0.0984507746126937
375,"putamen_left",0.0174387079014003,0.620189905047476
376,"putamen_right",0.0139632683312523,0.92503748125937
377,"thalamus_left",0.0162194754789675,0.768615692153923
378,"thalamus_right",0.0175699925340368,0.616191904047976
379,"brainstem",0.0272770777536271,0.0814592703648176
