"roi","ROI","coeff_distance","p_value_distance"
298,"R_EC_ROI",0.0251515574700746,0.133786621337866
299,"R_PreS_ROI",0.0371787894563699,0.0051994800519948
300,"R_H_ROI",0.0149152371890408,0.88941105889411
301,"R_ProS_ROI",0.0350304451404246,0.010998900109989
302,"R_PeEc_ROI",0.0200739445986206,0.397960203979602
303,"R_STGa_ROI",0.0283834426120479,0.0533946605339466
304,"R_PBelt_ROI",0.0277835030901236,0.062993700629937
305,"R_A5_ROI",0.0309155066748144,0.0266973302669733
306,"R_PHA1_ROI",0.0139580851438041,0.961803819618038
307,"R_PHA3_ROI",0.0191194595005163,0.452454754524548
308,"R_STSda_ROI",0.0267294635861448,0.0816918308169183
309,"R_STSdp_ROI",0.0366404120538918,0.0065993400659934
310,"R_STSvp_ROI",0.0422633964639189,0.0017998200179982
311,"R_TGd_ROI",0.0218332349458066,0.26017398260174
312,"R_TE1a_ROI",0.0235766924668956,0.177282271772823
313,"R_TE1p_ROI",0.0361811577640657,0.0080991900809919
314,"R_TE2a_ROI",0.0287696272918354,0.0537946205379462
315,"R_TF_ROI",0.0180250514646458,0.590940905909409
316,"R_TE2p_ROI",0.0215814832924819,0.293870612938706
317,"R_PHT_ROI",0.0162886971220924,0.76952304769523
318,"R_PH_ROI",0.0212132907563676,0.317868213178682
319,"R_TPOJ1_ROI",0.0252660269403545,0.124987501249875
320,"R_TPOJ2_ROI",0.0172588274648906,0.672132786721328
321,"R_TPOJ3_ROI",0.0211009010496634,0.298670132986701
322,"R_DVT_ROI",0.0195199770112404,0.446055394460554
323,"R_PGp_ROI",0.0334310020965718,0.0168983101689831
324,"R_IP2_ROI",0.0119446260675723,0.996200379962004
325,"R_IP1_ROI",0.0266485774813041,0.0895910408959104
326,"R_IP0_ROI",0.0164768874738356,0.764723527647235
327,"R_PFop_ROI",0.0209433192911826,0.343065693430657
328,"R_PF_ROI",0.0168960595458423,0.723827617238276
329,"R_PFm_ROI",0.0222233430873566,0.253274672532747
330,"R_PGi_ROI",0.0322867165914,0.0218978102189781
331,"R_PGs_ROI",0.0266313799746633,0.0956904309569043
332,"R_V6A_ROI",0.0198291222731381,0.418158184181582
333,"R_VMV1_ROI",0.0228339036721563,0.223377662233777
334,"R_VMV3_ROI",0.0237464373421414,0.175282471752825
335,"R_PHA2_ROI",0.0317500808991609,0.028997100289971
336,"R_V4t_ROI",0.0191012206040478,0.47965203479652
337,"R_FST_ROI",0.0211548112031042,0.328567143285671
338,"R_V3CD_ROI",0.0187232143156181,0.545845415458454
339,"R_LO3_ROI",0.0220699036509799,0.27017298270173
340,"R_VMV2_ROI",0.014131351665006,0.943805619438056
341,"R_31pd_ROI",0.0239525251002954,0.171382861713829
342,"R_31a_ROI",0.0348895317152013,0.0107989201079892
343,"R_VVC_ROI",0.0156309944480258,0.813118688131187
344,"R_25_ROI",0.0256732022034621,0.115788421157884
345,"R_s32_ROI",0.0132414434433832,0.975702429757024
346,"R_pOFC_ROI",0.0284454146967045,0.0604939506049395
347,"R_PoI1_ROI",0.0312803752993878,0.0300969903009699
348,"R_Ig_ROI",0.0184232858584029,0.551944805519448
349,"R_FOP5_ROI",0.0275059569836545,0.0776922307769223
350,"R_p10p_ROI",0.0322266667877811,0.0208979102089791
351,"R_p47r_ROI",0.0161486457164288,0.788521147885211
352,"R_TGv_ROI",0.0243068026079446,0.152884711528847
353,"R_MBelt_ROI",0.027795187399417,0.0640935906409359
354,"R_LBelt_ROI",0.0242004155027555,0.153784621537846
355,"R_A4_ROI",0.0308232933732197,0.0300969903009699
356,"R_STSva_ROI",0.0271882058581367,0.0734926507349265
357,"R_TE1m_ROI",0.0300413359477113,0.0371962803719628
358,"R_PI_ROI",0.0242758956690093,0.15028497150285
359,"R_a32pr_ROI",0.0194896789431699,0.451554844515548
360,"R_p24_ROI",0.0232686526824964,0.1994800519948
361,"accumbens_left",0.0211875549138813,0.302369763023698
362,"accumbens_right",0.0148186428838829,0.888311168883112
363,"amygdala_left",0.0132644643548842,0.97020297970203
364,"amygdala_right",0.0223231628406738,0.25017498250175
365,"caudate_left",0.0143079432655216,0.91980801919808
366,"caudate_right",0.0180552915191407,0.56964303569643
367,"cerebellum_left",0.0291000144875402,0.0505949405059494
368,"cerebellum_right",0.0324298442311111,0.0201979802019798
369,"diencephalon_left",0.022373543279589,0.239076092390761
370,"diencephalon_right",0.0157843294086081,0.791020897910209
371,"hippocampus_left",0.0275474152764318,0.0696930306969303
372,"hippocampus_right",0.0387746607424462,0.003999600039996
373,"pallidum_left",0.0171755869357755,0.670932906709329
374,"pallidum_right",0.0265212350727215,0.0927907209279072
375,"putamen_left",0.0174387079014003,0.618838116188381
376,"putamen_right",0.0139632683312523,0.924307569243076
377,"thalamus_left",0.0162194754789675,0.777522247775222
378,"thalamus_right",0.0175699925340368,0.618138186181382
379,"brainstem",0.0272770777536271,0.070992900709929
