"","exposure","roi","ROI","OLS_Coefficient","OLS_P_Value","OLS_N","IV_Coefficient","IV_StdError","IV_P_Value","Num_snps","IV_N","roi_num"
"102","adhd","roi102","L_OP2-3_ROI",0.00783359417111788,0.0377802245433102,6380,0.00102116861329397,0.00781820614169485,0.896084646309628,900,6380,102
"103","adhd","roi103","L_52_ROI",0.000956652407357465,0.818647433206442,6380,0.0104447998585626,0.00865260932870588,0.22742799265268,900,6380,103
"104","adhd","roi104","L_RI_ROI",0.00241090762799091,0.521565470868269,6380,0.0111018469400249,0.00780073030536648,0.154732821423288,900,6380,104
"105","adhd","roi105","L_PFcm_ROI",0.00173823979435681,0.622381080057528,6380,-0.00426257331322856,0.00731829542964953,0.560281268754018,900,6380,105
"106","adhd","roi106","L_PoI2_ROI",0.00135799228548794,0.714588434828187,6380,-0.00593845331093574,0.00770005834029176,0.440604045187732,900,6380,106
"107","adhd","roi107","L_TA2_ROI",0.00383903943706278,0.327931404063293,6380,0.0172580591580168,0.00814199012962617,0.0340752844246042,900,6380,107
"108","adhd","roi108","L_FOP4_ROI",0.0113604919255107,0.00431411054324483,6380,0.00912495073424366,0.00824846306193592,0.268655461941382,900,6380,108
"109","adhd","roi109","L_MI_ROI",0.0036053621507558,0.35991710038267,6380,0.00939205565936862,0.00816454723594884,0.250044503157673,900,6380,109
"110","adhd","roi110","L_Pir_ROI",0.00467626219265382,0.330271342596214,6380,0.012437468625243,0.0099586122436608,0.211741749558708,900,6380,110
"111","adhd","roi111","L_AVI_ROI",0.00045503569143138,0.920187366204967,6380,0.000468031045701715,0.00941414082610951,0.960350466198326,900,6380,111
"112","adhd","roi112","L_AAIC_ROI",-0.000294832057790568,0.948746886184009,6380,0.00181108827598639,0.00950814526952705,0.848940998502894,900,6380,112
"113","adhd","roi113","L_FOP1_ROI",0.0038015300746199,0.240635905495199,6380,0.00596518922681603,0.00671579914302943,0.374449384621001,900,6380,113
"114","adhd","roi114","L_FOP3_ROI",0.0120675661298927,0.00176595579784508,6380,0.0101576682936079,0.00799697325566478,0.204063670968021,900,6380,114
"115","adhd","roi115","L_FOP2_ROI",0.00344510353915487,0.350599579853788,6380,0.00369901859659766,0.00765068715327348,0.628765602726826,900,6380,115
"116","adhd","roi116","L_PFt_ROI",-0.00302940191542413,0.407026987221109,6380,-0.0138301690455901,0.00757896471438371,0.0680765498571678,900,6380,116
"117","adhd","roi117","L_AIP_ROI",-0.00345559978852085,0.347795217520979,6380,-0.00819695349943658,0.00763045885125535,0.282755267403211,900,6380,117
"118","adhd","roi118","L_EC_ROI",0.00190106634794697,0.567921864688573,6380,-0.00350361733001087,0.0069016254146716,0.611715664323584,900,6380,118
"119","adhd","roi119","L_PreS_ROI",-0.00331091565164245,0.403541014971488,6380,-0.0176411010729412,0.00822479148522528,0.0320010239970976,900,6380,119
"120","adhd","roi120","L_H_ROI",-0.0042420928977965,0.182645200061754,6380,0.00559579351402093,0.00660314656476795,0.396779815684322,900,6380,120
"121","adhd","roi121","L_ProS_ROI",-0.00314997835586337,0.585944073647234,6380,-0.0168754103550055,0.0119925626570152,0.159429829602119,900,6380,121
"122","adhd","roi122","L_PeEc_ROI",-0.000340818168376667,0.928982814209139,6380,-0.00297998248952355,0.00792745858290369,0.706998993404266,900,6380,122
"123","adhd","roi123","L_STGa_ROI",-0.000612325363149515,0.862915425394691,6380,0.00940439671079005,0.00735604814940623,0.201134653624036,900,6380,123
"124","adhd","roi124","L_PBelt_ROI",0.00629149238748642,0.106927447918489,6380,0.0143963328935127,0.00809173840109587,0.0752645359091382,900,6380,124
"125","adhd","roi125","L_A5_ROI",0.00207146670158143,0.648130049754877,6380,0.0210322903352527,0.00942220754255208,0.0256361075758903,900,6380,125
"126","adhd","roi126","L_PHA1_ROI",-0.00197468384479374,0.5875105871046,6380,-0.00925612692852135,0.00754857127093589,0.220165316758735,900,6380,126
"127","adhd","roi127","L_PHA3_ROI",0.00251436463108719,0.569026563273719,6380,-0.010429688108991,0.00915853292372909,0.254831646824614,900,6380,127
"128","adhd","roi128","L_STSda_ROI",-0.0070347695789561,0.101816529700491,6380,0.00511073553053439,0.00891778077589961,0.56660060492637,900,6380,128
"129","adhd","roi129","L_STSdp_ROI",0.00431007233017038,0.246548111660563,6380,0.0107126980556677,0.00771182072116907,0.164842705830629,900,6380,129
"130","adhd","roi130","L_STSvp_ROI",0.0022672295114112,0.498176977139071,6380,0.00279589267986966,0.00693843543892509,0.686993216569814,900,6380,130
"131","adhd","roi131","L_TGd_ROI",-0.00491058467592801,0.213774147728857,6380,0.00579968826201766,0.00819201303056592,0.478990639820155,900,6380,131
"132","adhd","roi132","L_TE1a_ROI",-0.00761847161293482,0.0448749245763748,6380,0.00581286817445041,0.00787998618257959,0.460739188359558,900,6380,132
"133","adhd","roi133","L_TE1p_ROI",0.00415022093911381,0.235909045245303,6380,0.0104649971279003,0.00725993081490841,0.149500144394981,900,6380,133
"134","adhd","roi134","L_TE2a_ROI",0.0016653015248134,0.694302827712045,6380,0.0110352889586206,0.00878683793393207,0.209202449540862,900,6380,134
"135","adhd","roi135","L_TF_ROI",-0.00771864130259855,0.0719943449186025,6380,-0.0125988801005982,0.00889313078355771,0.156620159370778,900,6380,135
"136","adhd","roi136","L_TE2p_ROI",0.000805761361169191,0.83786294442666,6380,-0.0171460768604066,0.00817601576836186,0.036022377814788,900,6380,136
"137","adhd","roi137","L_PHT_ROI",0.000800754691246766,0.821410134693848,6380,-0.00568207597433103,0.00735551634911787,0.439851868843757,900,6380,137
"138","adhd","roi138","L_PH_ROI",0.00389352898978584,0.288016940219715,6380,-0.00128185330497727,0.00759737875001229,0.866019803943407,900,6380,138
"139","adhd","roi139","L_TPOJ1_ROI",0.000461521894412064,0.903645916476121,6380,-0.00664951905149242,0.00790522144130768,0.400292502864789,900,6380,139
"140","adhd","roi140","L_TPOJ2_ROI",0.00807139815220662,0.0307320435922748,6380,-0.00339419553007942,0.00774861469429139,0.661372856008709,900,6380,140
"141","adhd","roi141","L_TPOJ3_ROI",0.00747945206688756,0.0663201947245627,6380,-0.00676112006724152,0.00845063419448516,0.423698625646814,900,6380,141
"142","adhd","roi142","L_DVT_ROI",0.00518835468262589,0.290195956831322,6380,-0.00448264085157395,0.0101713148724129,0.659435016190613,900,6380,142
"143","adhd","roi143","L_PGp_ROI",0.00579590502839586,0.148417548230474,6380,0.00413717797284513,0.00831330406519179,0.618742658851927,900,6380,143
"144","adhd","roi144","L_IP2_ROI",0.00200098623031513,0.599678805946579,6380,-0.00621313421478971,0.00790579011605213,0.431957250761313,900,6380,144
"145","adhd","roi145","L_IP1_ROI",0.00878248282284537,0.0219127509237784,6380,0.00946922340200233,0.00794201621132431,0.233190146683074,900,6380,145
"146","adhd","roi146","L_IP0_ROI",0.00771029322180941,0.0458676171389762,6380,0.00306504434243856,0.00800483387164608,0.701807293832268,900,6380,146
"147","adhd","roi147","L_PFop_ROI",-0.00342619580376874,0.258694517853357,6380,-0.00794590237157954,0.00628897607854859,0.206468286871045,900,6380,147
"148","adhd","roi148","L_PF_ROI",0.00202356253229113,0.58006952665873,6380,-0.0148021968077612,0.00759412075225805,0.0513195170174961,900,6380,148
"149","adhd","roi149","L_PFm_ROI",0.00530972014697874,0.140920909932254,6380,0.000403285807547802,0.00747607967935417,0.956981881022082,900,6380,149
"150","adhd","roi150","L_PGi_ROI",0.00240905828353762,0.471021270700313,6380,-0.00183192899138258,0.00692884231444493,0.791486594089747,900,6380,150
"151","adhd","roi151","L_PGs_ROI",0.00718145081502959,0.0353526220274103,6380,0.00842233983566023,0.00707338893432349,0.233812658026209,900,6380,151
"152","adhd","roi152","L_V6A_ROI",0.00218590307621174,0.628629595939273,6380,-0.00229101813656614,0.00936950019435246,0.806836985782735,900,6380,152
"153","adhd","roi153","L_VMV1_ROI",-0.000737328547866504,0.823277675807354,6380,-0.00453440858362942,0.0068446129795474,0.50768861011859,900,6380,153
"154","adhd","roi154","L_VMV3_ROI",0.00829882310578933,0.0327666532174737,6380,0.0106611086980466,0.00805676619207333,0.185800042144638,900,6380,154
"155","adhd","roi155","L_PHA2_ROI",-0.000843756620073023,0.8437424245362,6380,-0.00538393169287904,0.00887446384704255,0.544087014890199,900,6380,155
"156","adhd","roi156","L_V4t_ROI",0.00263741108767748,0.528874166498663,6380,0.00627312932178033,0.00868237681460323,0.470005716113425,900,6380,156
"157","adhd","roi157","L_FST_ROI",0.00151263806938612,0.672065747403646,6380,-0.000497616771267731,0.0074075177765848,0.946442693861572,900,6380,157
"158","adhd","roi158","L_V3CD_ROI",0.0064822652604873,0.0914322581974146,6380,0.0114508059710204,0.00796130432250604,0.150395871109415,900,6380,158
"159","adhd","roi159","L_LO3_ROI",0.00272146523753551,0.494504892232585,6380,0.00798931050495479,0.00825894054535607,0.333404346879484,900,6380,159
"160","adhd","roi160","L_VMV2_ROI",0.0070482003036187,0.0908812530722489,6380,0.00713611760080861,0.00864049978232978,0.408896423752893,900,6380,160
"161","adhd","roi161","L_31pd_ROI",-0.000908807917554345,0.792383384220611,6380,-0.00823898651570406,0.00715984952124037,0.249890382346372,900,6380,161
"162","adhd","roi162","L_31a_ROI",0.00576740929552133,0.104378997075876,6380,0.00190892539781025,0.00736185428255858,0.795412516602992,900,6380,162
"163","adhd","roi163","L_VVC_ROI",0.00507895868889843,0.212480729867246,6380,0.0019826380020727,0.00844449459298781,0.814383401525821,900,6380,163
"164","adhd","roi164","L_25_ROI",-0.00491027062336677,0.29308384454964,6380,-0.002307964208,0.00968122725832765,0.811581769598118,900,6380,164
"165","adhd","roi165","L_s32_ROI",-0.00370131133655981,0.371112395606496,6380,-0.0128123045227658,0.0085816863073524,0.135491383412082,900,6380,165
"166","adhd","roi166","L_pOFC_ROI",0.0017813150785886,0.719245092179931,6380,-0.00925840118891866,0.0102763941887105,0.367654975182886,900,6380,166
"167","adhd","roi167","L_PoI1_ROI",0.00240252023590912,0.504413418889396,6380,0.00689328143966316,0.00746129672756516,0.35558807484459,900,6380,167
"168","adhd","roi168","L_Ig_ROI",-0.00340358249168821,0.382870245511409,6380,-0.0182927218110259,0.00809445428865437,0.0238605944981676,900,6380,168
"169","adhd","roi169","L_FOP5_ROI",0.00248074435834544,0.604904450367623,6380,-0.00195130839555291,0.00994045804019865,0.844381900234256,900,6380,169
"170","adhd","roi170","L_p10p_ROI",0.00385641864048728,0.509126572156901,6380,-0.0263674808336438,0.0121340655635497,0.0298160798560004,900,6380,170
"171","adhd","roi171","L_p47r_ROI",0.00375965086512576,0.427907271302788,6380,-0.0113032458116113,0.0098383476266019,0.25064168744815,900,6380,171
"172","adhd","roi172","L_TGv_ROI",-0.00177759107769874,0.662706331855648,6380,0.00585608360131949,0.0084503734734306,0.488336688530582,900,6380,172
"173","adhd","roi173","L_MBelt_ROI",0.00298345974466743,0.461760524255931,6380,0.0169499499243512,0.00841123042840653,0.0439301288404308,900,6380,173
"174","adhd","roi174","L_LBelt_ROI",0.00132257806329372,0.742605267489856,6380,0.00804022176512461,0.00835020989225244,0.335646000137025,900,6380,174
"175","adhd","roi175","L_A4_ROI",-0.00173593791978099,0.671003124749507,6380,0.00560109204873808,0.00847380763745755,0.508643392492922,900,6380,175
"176","adhd","roi176","L_STSva_ROI",-0.00252013220078978,0.517765177107131,6380,0.0133233588965383,0.00808735045560435,0.0995186311251119,900,6380,176
"177","adhd","roi177","L_TE1m_ROI",0.000482714881614257,0.899945042559461,6380,0.0152645423252626,0.0079679536582205,0.0554426792973641,900,6380,177
"178","adhd","roi178","L_PI_ROI",0.00849439823541094,0.0644264040120628,6380,0.0190003767721176,0.00952484260537608,0.0461047039575516,900,6380,178
"179","adhd","roi179","L_a32pr_ROI",-0.000812814702281522,0.874501460077405,6380,-0.00545043260374607,0.0106686808341252,0.609451679394483,900,6380,179
"180","adhd","roi180","L_p24_ROI",-0.00608310311061965,0.211333710798744,6380,-0.013843464404998,0.0100902257484747,0.170121788655315,900,6380,180
"181","adhd","roi181","R_V1_ROI",0.00625618334814687,0.147875021984082,6380,-0.00522689559889376,0.00896634342203611,0.559950170595522,900,6380,181
"182","adhd","roi182","R_MST_ROI",0.00921104551159633,0.0570015618939717,6380,0.0295543054483484,0.0100446570796332,0.00326967879735392,900,6380,182
